Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:45:06.855000,TSU,22,0 days 00:01:35.691000,40.0,3.0,,,0 days 00:00:30.815000,0 days 00:00:41.260000,0 days 00:00:23.616000,0 days 01:44:01.963000,0 days 01:44:43.223000,0 days 01:45:06.839000,,260.0,278.0,282.0,False,HARD,7.0,True,AlphaTauri,0 days 01:43:31.164000,2021-03-28 16:13:31.174,1,10.0,False,,False,True
0 days 01:46:42.500000,TSU,22,0 days 00:01:35.645000,41.0,3.0,,,0 days 00:00:30.883000,0 days 00:00:41.134000,0 days 00:00:23.628000,0 days 01:45:37.722000,0 days 01:46:18.856000,0 days 01:46:42.484000,234.0,264.0,277.0,284.0,False,HARD,8.0,True,AlphaTauri,0 days 01:45:06.855000,2021-03-28 16:15:06.865,1,10.0,False,,False,True
0 days 01:48:18.051000,TSU,22,0 days 00:01:35.551000,42.0,3.0,,,0 days 00:00:30.807000,0 days 00:00:41.172000,0 days 00:00:23.572000,0 days 01:47:13.291000,0 days 01:47:54.463000,0 days 01:48:18.035000,237.0,263.0,277.0,287.0,False,HARD,9.0,True,AlphaTauri,0 days 01:46:42.500000,2021-03-28 16:16:42.510,1,10.0,False,,False,True
0 days 01:49:53.281000,TSU,22,0 days 00:01:35.230000,43.0,3.0,,,0 days 00:00:30.738000,0 days 00:00:40.983000,0 days 00:00:23.509000,0 days 01:48:48.773000,0 days 01:49:29.756000,0 days 01:49:53.265000,236.0,267.0,278.0,,False,HARD,10.0,True,AlphaTauri,0 days 01:48:18.051000,2021-03-28 16:18:18.061,1,10.0,False,,False,True
0 days 01:51:28.577000,TSU,22,0 days 00:01:35.296000,44.0,3.0,,,0 days 00:00:30.766000,0 days 00:00:40.991000,0 days 00:00:23.539000,0 days 01:50:24.031000,0 days 01:51:05.022000,0 days 01:51:28.561000,235.0,264.0,277.0,286.0,False,HARD,11.0,True,AlphaTauri,0 days 01:49:53.281000,2021-03-28 16:19:53.291,12,10.0,False,,False,True
0 days 01:53:03.739000,TSU,22,0 days 00:01:35.162000,45.0,3.0,,,0 days 00:00:30.704000,0 days 00:00:40.997000,0 days 00:00:23.461000,0 days 01:51:59.265000,0 days 01:52:40.262000,0 days 01:53:03.723000,238.0,263.0,278.0,285.0,False,HARD,12.0,True,AlphaTauri,0 days 01:51:28.577000,2021-03-28 16:21:28.587,1,10.0,False,,False,True
0 days 01:54:38.993000,TSU,22,0 days 00:01:35.254000,46.0,3.0,,,0 days 00:00:30.714000,0 days 00:00:40.990000,0 days 00:00:23.550000,0 days 01:53:34.437000,0 days 01:54:15.427000,0 days 01:54:38.977000,235.0,263.0,278.0,287.0,False,HARD,13.0,True,AlphaTauri,0 days 01:53:03.739000,2021-03-28 16:23:03.749,1,10.0,False,,False,True
0 days 01:56:13.967000,TSU,22,0 days 00:01:34.974000,47.0,3.0,,,0 days 00:00:30.666000,0 days 00:00:40.812000,0 days 00:00:23.496000,0 days 01:55:09.643000,0 days 01:55:50.455000,0 days 01:56:13.951000,236.0,265.0,279.0,,False,HARD,14.0,True,AlphaTauri,0 days 01:54:38.993000,2021-03-28 16:24:39.003,1,10.0,False,,False,True
0 days 01:57:49.146000,TSU,22,0 days 00:01:35.179000,48.0,3.0,,,0 days 00:00:30.735000,0 days 00:00:40.824000,0 days 00:00:23.620000,0 days 01:56:44.686000,0 days 01:57:25.510000,0 days 01:57:49.130000,234.0,265.0,280.0,286.0,False,HARD,15.0,True,AlphaTauri,0 days 01:56:13.967000,2021-03-28 16:26:13.977,1,10.0,False,,False,True
0 days 01:59:24.690000,TSU,22,0 days 00:01:35.544000,49.0,3.0,,,0 days 00:00:30.965000,0 days 00:00:40.984000,0 days 00:00:23.595000,0 days 01:58:20.095000,0 days 01:59:01.079000,0 days 01:59:24.674000,233.0,264.0,281.0,,False,HARD,16.0,True,AlphaTauri,0 days 01:57:49.146000,2021-03-28 16:27:49.156,1,10.0,False,,False,True
0 days 02:00:59.798000,TSU,22,0 days 00:01:35.108000,50.0,3.0,,,0 days 00:00:30.558000,0 days 00:00:41.019000,0 days 00:00:23.531000,0 days 01:59:55.232000,0 days 02:00:36.251000,0 days 02:00:59.782000,236.0,267.0,280.0,290.0,False,HARD,17.0,True,AlphaTauri,0 days 01:59:24.690000,2021-03-28 16:29:24.700,1,10.0,False,,False,True
0 days 02:02:35.515000,TSU,22,0 days 00:01:35.717000,51.0,3.0,,,0 days 00:00:30.798000,0 days 00:00:41.183000,0 days 00:00:23.736000,0 days 02:01:30.580000,0 days 02:02:11.763000,0 days 02:02:35.499000,,265.0,285.0,292.0,False,HARD,18.0,True,AlphaTauri,0 days 02:00:59.798000,2021-03-28 16:30:59.808,1,10.0,False,,False,True
0 days 02:04:11.637000,TSU,22,0 days 00:01:36.122000,52.0,3.0,,,0 days 00:00:30.602000,0 days 00:00:41.756000,0 days 00:00:23.764000,0 days 02:03:06.101000,0 days 02:03:47.857000,0 days 02:04:11.621000,239.0,259.0,292.0,300.0,False,HARD,19.0,True,AlphaTauri,0 days 02:02:35.515000,2021-03-28 16:32:35.525,1,10.0,False,,False,True
0 days 02:05:48.772000,TSU,22,0 days 00:01:37.135000,53.0,3.0,,,0 days 00:00:31.086000,0 days 00:00:42.149000,0 days 00:00:23.900000,0 days 02:04:42.707000,0 days 02:05:24.856000,0 days 02:05:48.756000,219.0,267.0,291.0,317.0,False,HARD,20.0,True,AlphaTauri,0 days 02:04:11.637000,2021-03-28 16:34:11.647,1,10.0,False,,False,True
0 days 02:07:26.126000,TSU,22,0 days 00:01:37.354000,54.0,3.0,,,0 days 00:00:30.725000,0 days 00:00:42.539000,0 days 00:00:24.090000,0 days 02:06:19.481000,0 days 02:07:02.020000,0 days 02:07:26.110000,237.0,265.0,291.0,322.0,False,HARD,21.0,True,AlphaTauri,0 days 02:05:48.772000,2021-03-28 16:35:48.782,1,10.0,False,,False,True
0 days 02:09:03.008000,TSU,22,0 days 00:01:36.882000,55.0,3.0,,,0 days 00:00:30.806000,0 days 00:00:42.016000,0 days 00:00:24.060000,0 days 02:07:56.916000,0 days 02:08:38.932000,0 days 02:09:02.992000,235.0,264.0,290.0,312.0,False,HARD,22.0,True,AlphaTauri,0 days 02:07:26.126000,2021-03-28 16:37:26.136,1,10.0,False,,False,True
0 days 02:10:39.763000,TSU,22,0 days 00:01:36.755000,56.0,3.0,,,0 days 00:00:31.069000,0 days 00:00:41.713000,0 days 00:00:23.973000,0 days 02:09:34.061000,0 days 02:10:15.774000,0 days 02:10:39.747000,233.0,263.0,278.0,323.0,False,HARD,23.0,True,AlphaTauri,0 days 02:09:03.008000,2021-03-28 16:39:03.018,1,9.0,False,,False,True
0 days 00:39:18.719000,RIC,3,,1.0,1.0,,,,0 days 00:00:58.179000,0 days 00:00:36.200000,,0 days 00:38:42.586000,0 days 00:39:18.878000,221.0,102.0,248.0,260.0,False,SOFT,4.0,False,McLaren,0 days 00:37:09.970000,2021-03-28 15:07:09.980,124,8.0,False,,False,False
0 days 00:41:39.361000,RIC,3,0 days 00:02:20.642000,2.0,1.0,,,0 days 00:00:44.746000,0 days 00:00:59.831000,0 days 00:00:36.065000,0 days 00:40:03.468000,0 days 00:41:03.299000,0 days 00:41:39.364000,189.0,201.0,159.0,204.0,True,SOFT,5.0,False,McLaren,0 days 00:39:18.719000,2021-03-28 15:09:18.729,4,7.0,False,,False,False
0 days 00:44:10.365000,RIC,3,,3.0,1.0,,,0 days 00:00:44.289000,0 days 00:00:58.720000,0 days 00:00:48.036000,0 days 00:42:23.612000,0 days 00:43:22.401000,0 days 00:44:10.542000,132.0,122.0,203.0,247.0,False,SOFT,6.0,False,McLaren,0 days 00:41:39.361000,2021-03-28 15:11:39.371,41,7.0,False,,False,False
0 days 00:46:01.803000,RIC,3,0 days 00:01:51.438000,4.0,1.0,,,0 days 00:00:32.573000,0 days 00:00:42.665000,0 days 00:00:36.200000,0 days 00:44:42.941000,0 days 00:45:25.606000,0 days 00:46:01.806000,232.0,256.0,211.0,296.0,True,SOFT,7.0,False,McLaren,0 days 00:44:10.365000,2021-03-28 15:14:10.375,126,6.0,False,,False,False
0 days 00:47:43.273000,RIC,3,0 days 00:01:41.470000,5.0,1.0,,,0 days 00:00:35.541000,0 days 00:00:41.829000,0 days 00:00:24.100000,0 days 00:46:37.347000,0 days 00:47:19.176000,0 days 00:47:43.276000,238.0,256.0,280.0,226.0,True,SOFT,8.0,False,McLaren,0 days 00:46:01.803000,2021-03-28 15:16:01.813,671,6.0,False,,False,False
0 days 00:49:20.844000,RIC,3,0 days 00:01:37.571000,6.0,1.0,,,0 days 00:00:30.950000,0 days 00:00:42.340000,0 days 00:00:24.281000,0 days 00:48:14.226000,0 days 00:48:56.566000,0 days 00:49:20.847000,230.0,250.0,290.0,298.0,True,SOFT,9.0,False,McLaren,0 days 00:47:43.273000,2021-03-28 15:17:43.283,1,6.0,False,,False,True
0 days 00:50:58.049000,RIC,3,0 days 00:01:37.205000,7.0,1.0,,,0 days 00:00:30.806000,0 days 00:00:42.284000,0 days 00:00:24.115000,0 days 00:49:51.653000,0 days 00:50:33.937000,0 days 00:50:58.052000,235.0,253.0,290.0,313.0,True,SOFT,10.0,False,McLaren,0 days 00:49:20.844000,2021-03-28 15:19:20.854,1,6.0,False,,False,True
0 days 00:52:35.688000,RIC,3,0 days 00:01:37.639000,8.0,1.0,,,0 days 00:00:30.764000,0 days 00:00:42.620000,0 days 00:00:24.255000,0 days 00:51:28.816000,0 days 00:52:11.436000,0 days 00:52:35.691000,234.0,250.0,289.0,308.0,False,SOFT,11.0,False,McLaren,0 days 00:50:58.049000,2021-03-28 15:20:58.059,1,6.0,False,,False,True
0 days 00:54:13.546000,RIC,3,0 days 00:01:37.858000,9.0,1.0,,,0 days 00:00:30.879000,0 days 00:00:42.764000,0 days 00:00:24.215000,0 days 00:53:06.570000,0 days 00:53:49.334000,0 days 00:54:13.549000,232.0,249.0,291.0,317.0,False,SOFT,12.0,False,McLaren,0 days 00:52:35.688000,2021-03-28 15:22:35.698,1,6.0,False,,False,True
0 days 00:55:51.328000,RIC,3,0 days 00:01:37.782000,10.0,1.0,,,0 days 00:00:30.998000,0 days 00:00:42.563000,0 days 00:00:24.221000,0 days 00:54:44.547000,0 days 00:55:27.110000,0 days 00:55:51.331000,234.0,247.0,289.0,315.0,False,SOFT,13.0,False,McLaren,0 days 00:54:13.546000,2021-03-28 15:24:13.556,1,6.0,False,,False,True
0 days 00:57:28.642000,RIC,3,0 days 00:01:37.314000,11.0,1.0,,,0 days 00:00:30.780000,0 days 00:00:42.308000,0 days 00:00:24.226000,0 days 00:56:22.111000,0 days 00:57:04.419000,0 days 00:57:28.645000,232.0,246.0,291.0,321.0,False,SOFT,14.0,False,McLaren,0 days 00:55:51.328000,2021-03-28 15:25:51.338,1,6.0,False,,False,True
0 days 00:59:07.096000,RIC,3,0 days 00:01:38.454000,12.0,1.0,,,0 days 00:00:31.199000,0 days 00:00:42.701000,0 days 00:00:24.554000,0 days 00:57:59.844000,0 days 00:58:42.545000,0 days 00:59:07.099000,233.0,250.0,276.0,325.0,False,SOFT,15.0,False,McLaren,0 days 00:57:28.642000,2021-03-28 15:27:28.652,1,4.0,False,,False,True
0 days 01:00:47.291000,RIC,3,0 days 00:01:40.195000,13.0,1.0,,0 days 01:00:45.671000,0 days 00:00:31.212000,0 days 00:00:42.104000,0 days 00:00:26.879000,0 days 00:59:38.311000,0 days 01:00:20.415000,0 days 01:00:47.294000,231.0,251.0,,280.0,False,SOFT,16.0,False,McLaren,0 days 00:59:07.096000,2021-03-28 15:29:07.106,1,4.0,False,,False,False
0 days 01:02:44.718000,RIC,3,0 days 00:01:57.427000,14.0,2.0,0 days 01:01:10.325000,,0 days 00:00:51.318000,0 days 00:00:42.275000,0 days 00:00:23.834000,0 days 01:01:38.612000,0 days 01:02:20.887000,0 days 01:02:44.721000,235.0,252.0,296.0,224.0,False,MEDIUM,1.0,True,McLaren,0 days 01:00:47.291000,2021-03-28 15:30:47.301,1,11.0,False,,False,False
0 days 01:04:20.799000,RIC,3,0 days 00:01:36.081000,15.0,2.0,,,0 days 00:00:30.264000,0 days 00:00:42.058000,0 days 00:00:23.759000,0 days 01:03:14.985000,0 days 01:03:57.043000,0 days 01:04:20.802000,231.0,250.0,276.0,329.0,True,MEDIUM,2.0,True,McLaren,0 days 01:02:44.718000,2021-03-28 15:32:44.728,1,10.0,False,,False,True
0 days 01:05:57.589000,RIC,3,0 days 00:01:36.790000,16.0,2.0,,,0 days 00:00:31.067000,0 days 00:00:41.861000,0 days 00:00:23.862000,0 days 01:04:51.869000,0 days 01:05:33.730000,0 days 01:05:57.592000,232.0,253.0,276.0,284.0,False,MEDIUM,3.0,True,McLaren,0 days 01:04:20.799000,2021-03-28 15:34:20.809,1,8.0,False,,False,True
0 days 01:07:34.131000,RIC,3,0 days 00:01:36.542000,17.0,2.0,,,0 days 00:00:30.963000,0 days 00:00:41.692000,0 days 00:00:23.887000,0 days 01:06:28.555000,0 days 01:07:10.247000,0 days 01:07:34.134000,233.0,249.0,278.0,286.0,False,MEDIUM,4.0,True,McLaren,0 days 01:05:57.589000,2021-03-28 15:35:57.599,1,8.0,False,,False,True
0 days 01:09:11.555000,RIC,3,0 days 00:01:37.424000,18.0,2.0,,,0 days 00:00:30.975000,0 days 00:00:42.369000,0 days 00:00:24.080000,0 days 01:08:05.109000,0 days 01:08:47.478000,0 days 01:09:11.558000,234.0,249.0,292.0,294.0,False,MEDIUM,5.0,True,McLaren,0 days 01:07:34.131000,2021-03-28 15:37:34.141,1,8.0,False,,False,True
0 days 01:10:47.938000,RIC,3,0 days 00:01:36.383000,19.0,2.0,,,0 days 00:00:30.518000,0 days 00:00:41.923000,0 days 00:00:23.942000,0 days 01:09:42.076000,0 days 01:10:23.999000,0 days 01:10:47.941000,230.0,250.0,278.0,311.0,False,MEDIUM,6.0,True,McLaren,0 days 01:09:11.555000,2021-03-28 15:39:11.565,1,7.0,False,,False,True
0 days 01:12:24.560000,RIC,3,0 days 00:01:36.622000,20.0,2.0,,,0 days 00:00:30.974000,0 days 00:00:41.679000,0 days 00:00:23.969000,0 days 01:11:18.915000,0 days 01:12:00.594000,0 days 01:12:24.563000,232.0,253.0,277.0,284.0,False,MEDIUM,7.0,True,McLaren,0 days 01:10:47.938000,2021-03-28 15:40:47.948,1,6.0,False,,False,True
0 days 01:14:01.224000,RIC,3,0 days 00:01:36.664000,21.0,2.0,,,0 days 00:00:31.009000,0 days 00:00:41.813000,0 days 00:00:23.842000,0 days 01:12:55.572000,0 days 01:13:37.385000,0 days 01:14:01.227000,233.0,248.0,278.0,288.0,False,MEDIUM,8.0,True,McLaren,0 days 01:12:24.560000,2021-03-28 15:42:24.570,1,6.0,False,,False,True
0 days 01:15:37.906000,RIC,3,0 days 00:01:36.682000,22.0,2.0,,,0 days 00:00:31.025000,0 days 00:00:41.636000,0 days 00:00:24.021000,0 days 01:14:32.252000,0 days 01:15:13.888000,0 days 01:15:37.909000,230.0,246.0,278.0,285.0,False,MEDIUM,9.0,True,McLaren,0 days 01:14:01.224000,2021-03-28 15:44:01.234,1,6.0,False,,False,True
0 days 01:17:14.400000,RIC,3,0 days 00:01:36.494000,23.0,2.0,,,0 days 00:00:30.949000,0 days 00:00:41.592000,0 days 00:00:23.953000,0 days 01:16:08.858000,0 days 01:16:50.450000,0 days 01:17:14.403000,232.0,247.0,278.0,288.0,False,MEDIUM,10.0,True,McLaren,0 days 01:15:37.906000,2021-03-28 15:45:37.916,1,6.0,False,,False,True
0 days 01:18:50.707000,RIC,3,0 days 00:01:36.307000,24.0,2.0,,,0 days 00:00:30.956000,0 days 00:00:41.487000,0 days 00:00:23.864000,0 days 01:17:45.359000,0 days 01:18:26.846000,0 days 01:18:50.710000,234.0,250.0,277.0,289.0,False,MEDIUM,11.0,True,McLaren,0 days 01:17:14.400000,2021-03-28 15:47:14.410,1,6.0,False,,False,True
0 days 01:20:27.382000,RIC,3,0 days 00:01:36.675000,25.0,2.0,,,0 days 00:00:31.003000,0 days 00:00:41.734000,0 days 00:00:23.938000,0 days 01:19:21.713000,0 days 01:20:03.447000,0 days 01:20:27.385000,231.0,249.0,278.0,,False,MEDIUM,12.0,True,McLaren,0 days 01:18:50.707000,2021-03-28 15:48:50.717,1,6.0,False,,False,True
0 days 01:22:03.887000,RIC,3,0 days 00:01:36.505000,26.0,2.0,,,0 days 00:00:30.988000,0 days 00:00:41.687000,0 days 00:00:23.830000,0 days 01:20:58.373000,0 days 01:21:40.060000,0 days 01:22:03.890000,233.0,253.0,278.0,285.0,False,MEDIUM,13.0,True,McLaren,0 days 01:20:27.382000,2021-03-28 15:50:27.392,1,6.0,False,,False,True
0 days 01:23:40.221000,RIC,3,0 days 00:01:36.334000,27.0,2.0,,,0 days 00:00:31.031000,0 days 00:00:41.522000,0 days 00:00:23.781000,0 days 01:22:34.921000,0 days 01:23:16.443000,0 days 01:23:40.224000,,251.0,278.0,286.0,False,MEDIUM,14.0,True,McLaren,0 days 01:22:03.887000,2021-03-28 15:52:03.897,1,6.0,False,,False,True
0 days 01:25:16.751000,RIC,3,0 days 00:01:36.530000,28.0,2.0,,,0 days 00:00:31.049000,0 days 00:00:41.697000,0 days 00:00:23.784000,0 days 01:24:11.273000,0 days 01:24:52.970000,0 days 01:25:16.754000,232.0,252.0,278.0,287.0,False,MEDIUM,15.0,True,McLaren,0 days 01:23:40.221000,2021-03-28 15:53:40.231,1,6.0,False,,False,True
0 days 01:26:53.344000,RIC,3,0 days 00:01:36.593000,29.0,2.0,,,0 days 00:00:31.089000,0 days 00:00:41.665000,0 days 00:00:23.839000,0 days 01:25:47.843000,0 days 01:26:29.508000,0 days 01:26:53.347000,233.0,253.0,277.0,,False,MEDIUM,16.0,True,McLaren,0 days 01:25:16.751000,2021-03-28 15:55:16.761,1,6.0,False,,False,True
0 days 01:28:30.155000,RIC,3,0 days 00:01:36.811000,30.0,2.0,,,0 days 00:00:31.072000,0 days 00:00:41.823000,0 days 00:00:23.916000,0 days 01:27:24.419000,0 days 01:28:06.242000,0 days 01:28:30.158000,232.0,252.0,278.0,286.0,False,MEDIUM,17.0,True,McLaren,0 days 01:26:53.344000,2021-03-28 15:56:53.354,1,6.0,False,,False,True
0 days 01:30:07.223000,RIC,3,0 days 00:01:37.068000,31.0,2.0,,,0 days 00:00:31.270000,0 days 00:00:41.912000,0 days 00:00:23.886000,0 days 01:29:01.428000,0 days 01:29:43.340000,0 days 01:30:07.226000,237.0,252.0,279.0,292.0,False,MEDIUM,18.0,True,McLaren,0 days 01:28:30.155000,2021-03-28 15:58:30.165,1,6.0,False,,False,True
0 days 01:31:47.026000,RIC,3,0 days 00:01:39.803000,32.0,2.0,,0 days 01:31:45.358000,0 days 00:00:31.695000,0 days 00:00:41.897000,0 days 00:00:26.211000,0 days 01:30:38.921000,0 days 01:31:20.818000,0 days 01:31:47.029000,,252.0,,290.0,False,MEDIUM,19.0,True,McLaren,0 days 01:30:07.223000,2021-03-28 16:00:07.233,1,7.0,False,,False,False
0 days 01:33:43.065000,RIC,3,0 days 00:01:56.039000,33.0,3.0,0 days 01:32:10.049000,,0 days 00:00:51.165000,0 days 00:00:41.228000,0 days 00:00:23.646000,0 days 01:32:38.194000,0 days 01:33:19.422000,0 days 01:33:43.068000,235.0,255.0,278.0,224.0,False,HARD,1.0,True,McLaren,0 days 01:31:47.026000,2021-03-28 16:01:47.036,1,9.0,False,,False,False
0 days 01:35:18.698000,RIC,3,0 days 00:01:35.633000,34.0,3.0,,,0 days 00:00:30.943000,0 days 00:00:41.123000,0 days 00:00:23.567000,0 days 01:34:14.011000,0 days 01:34:55.134000,0 days 01:35:18.701000,234.0,252.0,278.0,278.0,True,HARD,2.0,True,McLaren,0 days 01:33:43.065000,2021-03-28 16:03:43.075,1,8.0,False,,False,True
0 days 01:36:54.127000,RIC,3,0 days 00:01:35.429000,35.0,3.0,,,0 days 00:00:30.805000,0 days 00:00:41.086000,0 days 00:00:23.538000,0 days 01:35:49.506000,0 days 01:36:30.592000,0 days 01:36:54.130000,,255.0,279.0,285.0,True,HARD,3.0,True,McLaren,0 days 01:35:18.698000,2021-03-28 16:05:18.708,1,8.0,False,,False,True
0 days 01:38:29.059000,RIC,3,0 days 00:01:34.932000,36.0,3.0,,,0 days 00:00:30.613000,0 days 00:00:40.879000,0 days 00:00:23.440000,0 days 01:37:24.743000,0 days 01:38:05.622000,0 days 01:38:29.062000,235.0,254.0,279.0,287.0,True,HARD,4.0,True,McLaren,0 days 01:36:54.127000,2021-03-28 16:06:54.137,1,8.0,False,,False,True
0 days 01:40:04.258000,RIC,3,0 days 00:01:35.199000,37.0,3.0,,,0 days 00:00:30.656000,0 days 00:00:40.965000,0 days 00:00:23.578000,0 days 01:38:59.718000,0 days 01:39:40.683000,0 days 01:40:04.261000,,255.0,279.0,289.0,False,HARD,5.0,True,McLaren,0 days 01:38:29.059000,2021-03-28 16:08:29.069,1,8.0,False,,False,True
0 days 01:41:39.459000,RIC,3,0 days 00:01:35.201000,38.0,3.0,,,0 days 00:00:30.659000,0 days 00:00:40.977000,0 days 00:00:23.565000,0 days 01:40:34.920000,0 days 01:41:15.897000,0 days 01:41:39.462000,234.0,256.0,278.0,288.0,False,HARD,6.0,True,McLaren,0 days 01:40:04.258000,2021-03-28 16:10:04.268,1,7.0,False,,False,True
0 days 01:43:14.928000,RIC,3,0 days 00:01:35.469000,39.0,3.0,,,0 days 00:00:30.636000,0 days 00:00:41.086000,0 days 00:00:23.747000,0 days 01:42:10.098000,0 days 01:42:51.184000,0 days 01:43:14.931000,,255.0,278.0,286.0,False,HARD,7.0,True,McLaren,0 days 01:41:39.459000,2021-03-28 16:11:39.469,1,6.0,False,,False,True
0 days 01:44:50.524000,RIC,3,0 days 00:01:35.596000,40.0,3.0,,,0 days 00:00:30.838000,0 days 00:00:41.179000,0 days 00:00:23.579000,0 days 01:43:45.769000,0 days 01:44:26.948000,0 days 01:44:50.527000,,254.0,279.0,283.0,False,HARD,8.0,True,McLaren,0 days 01:43:14.928000,2021-03-28 16:13:14.938,1,6.0,False,,False,True
0 days 01:46:25.699000,RIC,3,0 days 00:01:35.175000,41.0,3.0,,,0 days 00:00:30.682000,0 days 00:00:40.894000,0 days 00:00:23.599000,0 days 01:45:21.209000,0 days 01:46:02.103000,0 days 01:46:25.702000,235.0,254.0,278.0,286.0,False,HARD,9.0,True,McLaren,0 days 01:44:50.524000,2021-03-28 16:14:50.534,1,6.0,False,,False,True
0 days 01:48:00.921000,RIC,3,0 days 00:01:35.222000,42.0,3.0,,,0 days 00:00:30.773000,0 days 00:00:40.928000,0 days 00:00:23.521000,0 days 01:46:56.475000,0 days 01:47:37.403000,0 days 01:48:00.924000,,253.0,278.0,287.0,False,HARD,10.0,True,McLaren,0 days 01:46:25.699000,2021-03-28 16:16:25.709,1,6.0,False,,False,True
0 days 01:49:35.932000,RIC,3,0 days 00:01:35.011000,43.0,3.0,,,0 days 00:00:30.823000,0 days 00:00:40.739000,0 days 00:00:23.449000,0 days 01:48:31.747000,0 days 01:49:12.486000,0 days 01:49:35.935000,,258.0,279.0,283.0,False,HARD,11.0,True,McLaren,0 days 01:48:00.921000,2021-03-28 16:18:00.931,1,6.0,False,,False,True
0 days 01:51:12.523000,RIC,3,0 days 00:01:36.591000,44.0,3.0,,,0 days 00:00:31.502000,0 days 00:00:41.476000,0 days 00:00:23.613000,0 days 01:50:07.437000,0 days 01:50:48.913000,0 days 01:51:12.526000,239.0,254.0,281.0,285.0,False,HARD,12.0,True,McLaren,0 days 01:49:35.932000,2021-03-28 16:19:35.942,12,7.0,False,,False,True
0 days 01:52:48.151000,RIC,3,0 days 00:01:35.628000,45.0,3.0,,,0 days 00:00:30.674000,0 days 00:00:41.217000,0 days 00:00:23.737000,0 days 01:51:43.200000,0 days 01:52:24.417000,0 days 01:52:48.154000,234.0,252.0,281.0,290.0,False,HARD,13.0,True,McLaren,0 days 01:51:12.523000,2021-03-28 16:21:12.533,1,7.0,False,,False,True
0 days 01:54:23.586000,RIC,3,0 days 00:01:35.435000,46.0,3.0,,,0 days 00:00:30.652000,0 days 00:00:41.177000,0 days 00:00:23.606000,0 days 01:53:18.806000,0 days 01:53:59.983000,0 days 01:54:23.589000,235.0,256.0,279.0,292.0,False,HARD,14.0,True,McLaren,0 days 01:52:48.151000,2021-03-28 16:22:48.161,1,7.0,False,,False,True
0 days 01:55:58.884000,RIC,3,0 days 00:01:35.298000,47.0,3.0,,,0 days 00:00:30.825000,0 days 00:00:40.967000,0 days 00:00:23.506000,0 days 01:54:54.414000,0 days 01:55:35.381000,0 days 01:55:58.887000,233.0,256.0,280.0,291.0,False,HARD,15.0,True,McLaren,0 days 01:54:23.586000,2021-03-28 16:24:23.596,1,7.0,False,,False,True
0 days 01:57:34.012000,RIC,3,0 days 00:01:35.128000,48.0,3.0,,,0 days 00:00:30.699000,0 days 00:00:40.917000,0 days 00:00:23.512000,0 days 01:56:29.586000,0 days 01:57:10.503000,0 days 01:57:34.015000,234.0,256.0,281.0,289.0,False,HARD,16.0,True,McLaren,0 days 01:55:58.884000,2021-03-28 16:25:58.894,1,7.0,False,,False,True
0 days 01:59:09.568000,RIC,3,0 days 00:01:35.556000,49.0,3.0,,,0 days 00:00:30.802000,0 days 00:00:41.053000,0 days 00:00:23.701000,0 days 01:58:04.817000,0 days 01:58:45.870000,0 days 01:59:09.571000,236.0,259.0,284.0,291.0,False,HARD,17.0,True,McLaren,0 days 01:57:34.012000,2021-03-28 16:27:34.022,1,7.0,False,,False,True
0 days 02:00:46.026000,RIC,3,0 days 00:01:36.458000,50.0,3.0,,,0 days 00:00:30.962000,0 days 00:00:41.651000,0 days 00:00:23.845000,0 days 01:59:40.533000,0 days 02:00:22.184000,0 days 02:00:46.029000,235.0,253.0,292.0,294.0,False,HARD,18.0,True,McLaren,0 days 01:59:09.568000,2021-03-28 16:29:09.578,1,7.0,False,,False,True
0 days 02:02:21.642000,RIC,3,0 days 00:01:35.616000,51.0,3.0,,,0 days 00:00:30.653000,0 days 00:00:41.313000,0 days 00:00:23.650000,0 days 02:01:16.682000,0 days 02:01:57.995000,0 days 02:02:21.645000,234.0,259.0,279.0,314.0,False,HARD,19.0,True,McLaren,0 days 02:00:46.026000,2021-03-28 16:30:46.036,1,7.0,False,,False,True
0 days 02:03:57.410000,RIC,3,0 days 00:01:35.768000,52.0,3.0,,,0 days 00:00:31.005000,0 days 00:00:41.086000,0 days 00:00:23.677000,0 days 02:02:52.650000,0 days 02:03:33.736000,0 days 02:03:57.413000,237.0,260.0,280.0,283.0,False,HARD,20.0,True,McLaren,0 days 02:02:21.642000,2021-03-28 16:32:21.652,1,7.0,False,,False,True
0 days 02:05:32.798000,RIC,3,0 days 00:01:35.388000,53.0,3.0,,,0 days 00:00:30.799000,0 days 00:00:41.040000,0 days 00:00:23.549000,0 days 02:04:28.212000,0 days 02:05:09.252000,0 days 02:05:32.801000,,259.0,278.0,289.0,False,HARD,21.0,True,McLaren,0 days 02:03:57.410000,2021-03-28 16:33:57.420,1,7.0,False,,False,True
