aspiration,capacity,configuration,engineManufacturerId,fullName,id,name
NATURALLY_ASPIRATED,2.4,V8,bmw,BMW P86/9 2.4 V8,bmw-p86-9-24-v8,P86/9
NATURALLY_ASPIRATED,1.5,L4,borgward,Borgward 1500 RS 1.5 L4,borgward-1500-rs-15-l4,1500 RS
NATURALLY_ASPIRATED,2.0,L4,bpm,BPM 2.0 L4,bpm-20-l4,BPM
NATURALLY_ASPIRATED,2.0,L6,bristol,Bristol BS1 2.0 L6,bristol-bs1-20-l6,BS1
NATURALLY_ASPIRATED,2.2,L6,bristol,Bristol BS2 2.2 L6,bristol-bs2-22-l6,BS2
NATURALLY_ASPIRATED,3.0,V12,brm,BRM P101 3.0 V12,brm-p101-30-v12,P101
NATURALLY_ASPIRATED,2.1,V8,brm,BRM P111 2.1 V8,brm-p111-21-v8,P111
NATURALLY_ASPIRATED,3.0,V12,brm,BRM P142 3.0 V12,brm-p142-30-v12,P142
SUPERCHARGED,1.5,V16,brm,BRM P15 1.5 V16 S,brm-p15-15-v16-s,P15
NATURALLY_ASPIRATED,3.0,V12,brm,BRM P200 3.0 V12,brm-p200-30-v12,P200
NATURALLY_ASPIRATED,3.0,V12,brm,BRM P202 3.0 V12,brm-p202-30-v12,P202
NATURALLY_ASPIRATED,2.5,L4,brm,BRM P25 2.5 L4,brm-p25-25-l4,P25
NATURALLY_ASPIRATED,1.5,V8,brm,BRM P56 1.5 V8,brm-p56-15-v8,P56
NATURALLY_ASPIRATED,1.9,V8,brm,BRM P60 1.9 V8,brm-p60-19-v8,P60
NATURALLY_ASPIRATED,2.0,V8,brm,BRM P60 2.0 V8,brm-p60-20-v8,P60
NATURALLY_ASPIRATED,2.1,V8,brm,BRM P60 2.1 V8,brm-p60-21-v8,P60
NATURALLY_ASPIRATED,3.0,H16,brm,BRM P75 3.0 H16,brm-p75-30-h16,P75
NATURALLY_ASPIRATED,1.0,L4,brm,BRM P80 1.0 L4,brm-p80-10-l4,P80
NATURALLY_ASPIRATED,2.5,L8,bugatti,Bugatti 2.5 L8,bugatti-25-l8,Bugatti
NATURALLY_ASPIRATED,2.0,F4,butterworth,Butterworth 2.0 F4,butterworth-20-f4,Butterworth
TURBOCHARGED_HYBRID,1.6,V6,bwt-mercedes,BWT Mercedes 1.6 V6 T H,bwt-mercedes-16-v6-t-h,BWT Mercedes
NATURALLY_ASPIRATED,2.5,L4,castellotti,Castellotti 2.5 L4,castellotti-25-l4,Castellotti
NATURALLY_ASPIRATED,3.0,V8,climax,Climax FPE 3.0 V8,climax-fpe-30-v8,FPE
NATURALLY_ASPIRATED,1.5,L4,climax,Climax FPF 1.5 L4,climax-fpf-15-l4,FPF
NATURALLY_ASPIRATED,2.0,L4,climax,Climax FPF 2.0 L4,climax-fpf-20-l4,FPF
NATURALLY_ASPIRATED,2.2,L4,climax,Climax FPF 2.2 L4,climax-fpf-22-l4,FPF
NATURALLY_ASPIRATED,2.5,L4,climax,Climax FPF 2.5 L4,climax-fpf-25-l4,FPF
NATURALLY_ASPIRATED,2.8,L4,climax,Climax FPF 2.8 L4,climax-fpf-28-l4,FPF
NATURALLY_ASPIRATED,1.5,L4,climax,Climax FWB 1.5 L4,climax-fwb-15-l4,FWB
NATURALLY_ASPIRATED,1.5,V8,climax,Climax FWMV 1.5 V8,climax-fwmv-15-v8,FWMV
NATURALLY_ASPIRATED,2.0,V8,climax,Climax FWMV 2.0 V8,climax-fwmv-20-v8,FWMV
NATURALLY_ASPIRATED,2.4,V8,cosworth,Cosworth CA2006 2.4 V8,cosworth-ca2006-24-v8,CA2006
NATURALLY_ASPIRATED,2.4,V8,cosworth,Cosworth CA2010 2.4 V8,cosworth-ca2010-24-v8,CA2010
NATURALLY_ASPIRATED,2.4,V8,cosworth,Cosworth CA2011 2.4 V8,cosworth-ca2011-24-v8,CA2011
NATURALLY_ASPIRATED,2.4,V8,cosworth,Cosworth CA2011K 2.4 V8,cosworth-ca2011k-24-v8,CA2011K
NATURALLY_ASPIRATED,2.4,V8,cosworth,Cosworth CA2012 2.4 V8,cosworth-ca2012-24-v8,CA2012
NATURALLY_ASPIRATED,2.4,V8,cosworth,Cosworth CA2013 2.4 V8,cosworth-ca2013-24-v8,CA2013
NATURALLY_ASPIRATED,3.0,V10,cosworth,Cosworth CK2004 3.0 V10,cosworth-ck2004-30-v10,CK2004
NATURALLY_ASPIRATED,3.0,V10,cosworth,Cosworth CR-2 3.0 V10,cosworth-cr-2-30-v10,CR-2
NATURALLY_ASPIRATED,3.0,V10,cosworth,Cosworth CR-3 3.0 V10,cosworth-cr-3-30-v10,CR-3
NATURALLY_ASPIRATED,3.0,V10,cosworth,Cosworth CR-3L 3.0 V10,cosworth-cr-3l-30-v10,CR-3L
NATURALLY_ASPIRATED,3.0,V10,cosworth,Cosworth CR-4 3.0 V10,cosworth-cr-4-30-v10,CR-4
NATURALLY_ASPIRATED,3.0,V10,cosworth,Cosworth CR-5 3.0 V10,cosworth-cr-5-30-v10,CR-5
NATURALLY_ASPIRATED,3.0,V10,cosworth,Cosworth CR-6 3.0 V10,cosworth-cr-6-30-v10,CR-6
NATURALLY_ASPIRATED,3.0,V10,cosworth,Cosworth TJ2005 3.0 V10,cosworth-tj2005-30-v10,TJ2005
NATURALLY_ASPIRATED,3.0,V10,cosworth,Cosworth TJ2006 3.0 V10,cosworth-tj2006-30-v10,TJ2006
SUPERCHARGED,3.0,L6,cummins,Cummins 3.0 L6 S,cummins-30-l6-s,Cummins
NATURALLY_ASPIRATED,1.5,F8,de-tomaso,De Tomaso 1.5 F8,de-tomaso-15-f8,De Tomaso
NATURALLY_ASPIRATED,2.0,L6,emw,EMW 6 2.0 L6,emw-6-20-l6,6
SUPERCHARGED,1.5,L6,era,ERA 1.5 L6 S,era-15-l6-s,ERA
NATURALLY_ASPIRATED,3.0,V10,european,European 3.0 V10,european-30-v10,European
NATURALLY_ASPIRATED,3.0,F12,ferrari,Ferrari 001/1 3.0 F12,ferrari-001-1-30-f12,001/1
NATURALLY_ASPIRATED,3.0,F12,ferrari,Ferrari 001/11 3.0 F12,ferrari-001-11-30-f12,001/11
NATURALLY_ASPIRATED,3.0,F12,ferrari,Ferrari 001 3.0 F12,ferrari-001-30-f12,1
NATURALLY_ASPIRATED,3.0,F12,ferrari,Ferrari 015 3.0 F12,ferrari-015-30-f12,13
TURBOCHARGED,1.5,V6,ferrari,Ferrari 021 1.5 V6 T,ferrari-021-15-v6-t,17
TURBOCHARGED,1.5,V6,ferrari,Ferrari 031 1.5 V6 T,ferrari-031-15-v6-t,25
TURBOCHARGED,1.5,V6,ferrari,Ferrari 032 1.5 V6 T,ferrari-032-15-v6-t,26
TURBOCHARGED,1.5,V6,ferrari,Ferrari 033D 1.5 V6 T,ferrari-033d-15-v6-t,033D
TURBOCHARGED,1.5,V6,ferrari,Ferrari 033E 1.5 V6 T,ferrari-033e-15-v6-t,033E
NATURALLY_ASPIRATED,3.5,V12,ferrari,Ferrari 035/5 3.5 V12,ferrari-035-5-35-v12,035/5
NATURALLY_ASPIRATED,3.5,V12,ferrari,Ferrari 036 3.5 V12,ferrari-036-35-v12,30
NATURALLY_ASPIRATED,3.5,V12,ferrari,Ferrari 037 3.5 V12,ferrari-037-35-v12,31
NATURALLY_ASPIRATED,3.5,V12,ferrari,Ferrari 038 3.5 V12,ferrari-038-35-v12,038
NATURALLY_ASPIRATED,3.5,V12,ferrari,Ferrari 040 3.5 V12,ferrari-040-35-v12,32
NATURALLY_ASPIRATED,3.5,V12,ferrari,Ferrari 041 3.5 V12,ferrari-041-35-v12,33
NATURALLY_ASPIRATED,3.5,V12,ferrari,Ferrari 043 3.5 V12,ferrari-043-35-v12,35
NATURALLY_ASPIRATED,3.0,V12,ferrari,Ferrari 044/1 3.0 V12,ferrari-044-1-30-v12,044/1
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 046/2 3.0 V10,ferrari-046-2-30-v10,046/2
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 046 3.0 V10,ferrari-046-30-v10,38
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 047 3.0 V10,ferrari-047-30-v10,39
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 048 3.0 V10,ferrari-048-30-v10,048
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 049 3.0 V10,ferrari-049-30-v10,049
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 050 3.0 V10,ferrari-050-30-v10,40
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 051 3.0 V10,ferrari-051-30-v10,41
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 051B 3.0 V10,ferrari-051b-30-v10,051B
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 052 3.0 V10,ferrari-052-30-v10,42
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 053 3.0 V10,ferrari-053-30-v10,43
NATURALLY_ASPIRATED,3.0,V10,ferrari,Ferrari 055 3.0 V10,ferrari-055-30-v10,45
NATURALLY_ASPIRATED,2.4,V8,ferrari,Ferrari 056 2006 2.4 V8,ferrari-056-2006-24-v8,056 2006
NATURALLY_ASPIRATED,2.4,V8,ferrari,Ferrari 056 2007 2.4 V8,ferrari-056-2007-24-v8,056 2007
NATURALLY_ASPIRATED,2.4,V8,ferrari,Ferrari 056 2.4 V8,ferrari-056-24-v8,46
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 059/3 1.6 V6 T H,ferrari-059-3-16-v6-t-h,059/3
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 060 1.6 V6 T H,ferrari-060-16-v6-t-h,48
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 061 1.6 V6 T H,ferrari-061-16-v6-t-h,49
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 062 1.6 V6 T H,ferrari-062-16-v6-t-h,50
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 062 EVO 1.6 V6 T H,ferrari-062-evo-16-v6-t-h,062 EVO
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 064 1.6 V6 T H,ferrari-064-16-v6-t-h,52
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 065 1.6 V6 T H,ferrari-065-16-v6-t-h,53
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 065/6 1.6 V6 T H,ferrari-065-6-16-v6-t-h,065/6
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 066/10 1.6 V6 T H,ferrari-066-10-16-v6-t-h,066/10
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 066/12 1.6 V6 T H,ferrari-066-12-16-v6-t-h,066/12
TURBOCHARGED_HYBRID,1.6,V6,ferrari,Ferrari 066/7 1.6 V6 T H,ferrari-066-7-16-v6-t-h,066/7
NATURALLY_ASPIRATED,2.5,L4,ferrari,Ferrari 107 2.5 L4,ferrari-107-25-l4,107
SUPERCHARGED,1.5,V12,ferrari,Ferrari 125 1.5 V12 S,ferrari-125-15-v12-s,125
NATURALLY_ASPIRATED,2.4,V6,ferrari,Ferrari 143 2.4 V6,ferrari-143-24-v6,143
NATURALLY_ASPIRATED,2.4,V6,ferrari,Ferrari 155 2.4 V6,ferrari-155-24-v6,155
NATURALLY_ASPIRATED,2.0,V12,ferrari,Ferrari 166 2.0 V12,ferrari-166-20-v12,166
NATURALLY_ASPIRATED,3.0,V12,ferrari,Ferrari 168 3.0 V12,ferrari-168-30-v12,168
NATURALLY_ASPIRATED,2.4,V6,ferrari,Ferrari 171 2.4 V6,ferrari-171-24-v6,171
NATURALLY_ASPIRATED,1.5,V6,ferrari,Ferrari 178 1.5 V6,ferrari-178-15-v6,178
NATURALLY_ASPIRATED,1.5,V6,ferrari,Ferrari 188 1.5 V6,ferrari-188-15-v6,188
NATURALLY_ASPIRATED,1.5,V8,ferrari,Ferrari 205B 1.5 V8,ferrari-205b-15-v8,205B
NATURALLY_ASPIRATED,1.5,F12,ferrari,Ferrari 207 1.5 F12,ferrari-207-15-f12,207
NATURALLY_ASPIRATED,2.5,V12,ferrari,Ferrari 212 2.5 V12,ferrari-212-25-v12,212
NATURALLY_ASPIRATED,3.0,V12,ferrari,Ferrari 218 3.0 V12,ferrari-218-30-v12,218
NATURALLY_ASPIRATED,2.4,V6,ferrari,Ferrari 228 2.4 V6,ferrari-228-24-v6,228
NATURALLY_ASPIRATED,3.0,V12,ferrari,Ferrari 242 3.0 V12,ferrari-242-30-v12,242
NATURALLY_ASPIRATED,3.0,V12,ferrari,Ferrari 242C 3.0 V12,ferrari-242c-30-v12,242C
NATURALLY_ASPIRATED,3.0,V12,ferrari,Ferrari 255C 3.0 V12,ferrari-255c-30-v12,255C
NATURALLY_ASPIRATED,3.3,V12,ferrari,Ferrari 275 3.3 V12,ferrari-275-33-v12,275
NATURALLY_ASPIRATED,4.5,V12,ferrari,Ferrari 375 4.5 V12,ferrari-375-45-v12,375
NATURALLY_ASPIRATED,2.0,L4,ferrari,Ferrari 500 2.0 L4,ferrari-500-20-l4,500
NATURALLY_ASPIRATED,2.0,L4,ferrari,Ferrari 553 2.0 L4,ferrari-553-20-l4,553
NATURALLY_ASPIRATED,2.5,L4,ferrari,Ferrari 554 2.5 L4,ferrari-554-25-l4,554
NATURALLY_ASPIRATED,2.5,L4,ferrari,Ferrari 555 2.5 L4,ferrari-555-25-l4,555
NATURALLY_ASPIRATED,2.5,L6,ferrari,Ferrari 625 2.5 L4,ferrari-625-25-l4,625
NATURALLY_ASPIRATED,1.5,V6,ferrari,Ferrari D156 1.5 V6,ferrari-d156-15-v6,D156
NATURALLY_ASPIRATED,2.5,V8,ferrari,Ferrari DS50 2.5 V8,ferrari-ds50-25-v8,DS50
NATURALLY_ASPIRATED,3.0,V10,fondmetal,Fondmetal RV10 3.0 V10,fondmetal-rv10-30-v10,RV10
NATURALLY_ASPIRATED,1.5,L4,ford,Ford 109E 1.5 L4,ford-109e-15-l4,109E
NATURALLY_ASPIRATED,3.0,V8,ford,Ford 406 3.0 V8,ford-406-30-v8,406
NATURALLY_ASPIRATED,3.5,V8,ford,Ford Cosworth DFR 3.5 V8,ford-cosworth-dfr-35-v8,Cosworth DFR
NATURALLY_ASPIRATED,3.0,V8,ford,Ford Cosworth DFV 3.0 V8,ford-cosworth-dfv-30-v8,Cosworth DFV
NATURALLY_ASPIRATED,3.0,V8,ford,Ford Cosworth DFY 3.0 V8,ford-cosworth-dfy-30-v8,Cosworth DFY
NATURALLY_ASPIRATED,3.5,V8,ford,Ford Cosworth DFZ 3.5 V8,ford-cosworth-dfz-35-v8,Cosworth DFZ
NATURALLY_ASPIRATED,1.6,L4,ford,Ford Cosworth FVA 1.6 L4,ford-cosworth-fva-16-l4,Cosworth FVA
TURBOCHARGED,1.5,V6,ford,Ford Cosworth GBA 1.5 V6 T,ford-cosworth-gba-15-v6-t,Cosworth GBA
NATURALLY_ASPIRATED,1.0,L4,ford,Ford Cosworth SCA 1.0 L4,ford-cosworth-sca-10-l4,Cosworth SCA
NATURALLY_ASPIRATED,3.0,V10,ford,Ford CR-1 3.0 V10,ford-cr-1-30-v10,CR-1
NATURALLY_ASPIRATED,3.5,V8,ford,Ford EC Zetec-R 3.5 V8,ford-ec-zetec-r-35-v8,EC Zetec-R
NATURALLY_ASPIRATED,3.0,V8,ford,Ford ECA Zetec-R 3.0 V8,ford-eca-zetec-r-30-v8,ECA Zetec-R
NATURALLY_ASPIRATED,3.0,V8,ford,Ford ED 3.0 V8,ford-ed-30-v8,ED
NATURALLY_ASPIRATED,3.0,V8,ford,Ford ED2 3.0 V8,ford-ed2-30-v8,ED2
NATURALLY_ASPIRATED,3.0,V8,ford,Ford ED3 3.0 V8,ford-ed3-30-v8,ED3
NATURALLY_ASPIRATED,3.0,V8,ford,Ford ED4 3.0 V8,ford-ed4-30-v8,ED4
NATURALLY_ASPIRATED,3.0,V8,ford,Ford ED5 3.0 V8,ford-ed5-30-v8,ED5
NATURALLY_ASPIRATED,3.0,V8,ford,Ford EDB 3.0 V8,ford-edb-30-v8,EDB
NATURALLY_ASPIRATED,3.0,V8,ford,Ford EDC 3.0 V8,ford-edc-30-v8,EDC
NATURALLY_ASPIRATED,3.0,V8,ford,Ford EDD 3.0 V8,ford-edd-30-v8,EDD
NATURALLY_ASPIRATED,3.0,V8,ford,Ford EDM 3.0 V8,ford-edm-30-v8,EDM
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBA1/4 3.5 V8,ford-hba1-4-35-v8,HBA1/4
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBA4 3.5 V8,ford-hba4-35-v8,HBA4
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBA5 3.5 V8,ford-hba5-35-v8,HBA5
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBA7 3.5 V8,ford-hba7-35-v8,HBA7
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBA8 3.5 V8,ford-hba8-35-v8,HBA8
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBC6 3.5 V8,ford-hbc6-35-v8,HBC6
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBC7/8 3.5 V8,ford-hbc7-8-35-v8,HBC7/8
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBD6 3.5 V8,ford-hbd6-35-v8,HBD6
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBE7 3.5 V8,ford-hbe7-35-v8,HBE7
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBE7/8 3.5 V8,ford-hbe7-8-35-v8,HBE7/8
NATURALLY_ASPIRATED,3.5,V8,ford,Ford HBF7/8 3.5 V8,ford-hbf7-8-35-v8,HBF7/8
NATURALLY_ASPIRATED,3.0,V10,ford,Ford JD Zetec-R 3.0 V10,ford-jd-zetec-r-30-v10,JD Zetec-R
NATURALLY_ASPIRATED,3.0,V10,ford,Ford RS1 3.0 V10,ford-rs1-30-v10,RS1
NATURALLY_ASPIRATED,3.0,V10,ford,Ford RS2 3.0 V10,ford-rs2-30-v10,RS2
NATURALLY_ASPIRATED,3.0,V10,ford,Ford VJ Zetec-R 3.0 V10,ford-vj-zetec-r-30-v10,VJ Zetec-R
NATURALLY_ASPIRATED,3.0,V10,ford,Ford VJM1 Zetec-R 3.0 V10,ford-vjm1-zetec-r-30-v10,VJM1 Zetec-R
NATURALLY_ASPIRATED,3.0,V10,ford,Ford VJM2 Zetec-R 3.0 V10,ford-vjm2-zetec-r-30-v10,VJM2 Zetec-R
NATURALLY_ASPIRATED,1.5,L4,gordini,Gordini 1500 1.5 L4,gordini-1500-15-l4,1500
SUPERCHARGED,1.5,L4,gordini,Gordini 15C 1.5 L4 S,gordini-15c-15-l4-s,15C
NATURALLY_ASPIRATED,2.0,L6,gordini,Gordini 20 2.0 L6,gordini-20-20-l6,20
NATURALLY_ASPIRATED,2.5,L6,gordini,Gordini 23 2.5 L6,gordini-23-25-l6,23
NATURALLY_ASPIRATED,2.5,L8,gordini,Gordini 25 2.5 L8,gordini-25-25-l8,25
NATURALLY_ASPIRATED,3.5,V10,hart,Hart 1035 3.5 V10,hart-1035-35-v10,1035
TURBOCHARGED,1.5,L4,hart,Hart 415T 1.5 L4 T,hart-415t-15-l4-t,415T
NATURALLY_ASPIRATED,3.0,V8,hart,Hart 830 3.0 V8,hart-830-30-v8,830
NATURALLY_ASPIRATED,3.0,V8,hart,Hart 830 AV7 3.0 V8,hart-830-av7-30-v8,830 AV7
NATURALLY_ASPIRATED,3.0,V10,honda,Honda RA000E 3.0 V10,honda-ra000e-30-v10,RA000E
NATURALLY_ASPIRATED,3.0,V10,honda,Honda RA001E 3.0 V10,honda-ra001e-30-v10,RA001E
NATURALLY_ASPIRATED,3.0,V10,honda,Honda RA002E 3.0 V10,honda-ra002e-30-v10,RA002E
NATURALLY_ASPIRATED,3.0,V10,honda,Honda RA003E 3.0 V10,honda-ra003e-30-v10,RA003E
NATURALLY_ASPIRATED,3.0,V10,honda,Honda RA004E 3.0 V10,honda-ra004e-30-v10,RA004E
NATURALLY_ASPIRATED,3.0,V10,honda,Honda RA005E 3.0 V10,honda-ra005e-30-v10,RA005E
NATURALLY_ASPIRATED,3.5,V10,honda,Honda RA101E 3.5 V10,honda-ra101e-35-v10,RA101E
NATURALLY_ASPIRATED,3.5,V10,honda,Honda RA109E 3.5 V10,honda-ra109e-35-v10,RA109E
NATURALLY_ASPIRATED,3.5,V12,honda,Honda RA121E 3.5 V12,honda-ra121e-35-v12,RA121E
NATURALLY_ASPIRATED,3.5,V12,honda,Honda RA122E 3.5 V12,honda-ra122e-35-v12,RA122E
NATURALLY_ASPIRATED,3.5,V12,honda,Honda RA122E/B 3.5 V12,honda-ra122e-b-35-v12,RA122E/B
TURBOCHARGED,1.5,V6,honda,Honda RA163E 1.5 V6 T,honda-ra163e-15-v6-t,RA163E
TURBOCHARGED,1.5,V6,honda,Honda RA164E 1.5 V6 T,honda-ra164e-15-v6-t,RA164E
TURBOCHARGED,1.5,V6,honda,Honda RA165E 1.5 V6 T,honda-ra165e-15-v6-t,RA165E
TURBOCHARGED,1.5,V6,honda,Honda RA166E 1.5 V6 T,honda-ra166e-15-v6-t,RA166E
TURBOCHARGED,1.5,V6,honda,Honda RA167E 1.5 V6 T,honda-ra167e-15-v6-t,RA167E
TURBOCHARGED,1.5,V6,honda,Honda RA168E 1.5 V6 T,honda-ra168e-15-v6-t,RA168E
NATURALLY_ASPIRATED,1.5,V12,honda,Honda RA271E 1.5 V12,honda-ra271e-15-v12,RA271E
NATURALLY_ASPIRATED,1.5,V12,honda,Honda RA272E 1.5 V12,honda-ra272e-15-v12,RA272E
NATURALLY_ASPIRATED,3.0,V12,honda,Honda RA273E 3.0 V12,honda-ra273e-30-v12,RA273E
NATURALLY_ASPIRATED,3.0,V12,honda,Honda RA301E 3.0 V12,honda-ra301e-30-v12,RA301E
NATURALLY_ASPIRATED,3.0,V8,honda,Honda RA302E 3.0 V8,honda-ra302e-30-v8,RA302E
TURBOCHARGED_HYBRID,1.6,V6,honda,Honda RA615H 1.6 V6 T H,honda-ra615h-16-v6-t-h,RA615H
TURBOCHARGED_HYBRID,1.6,V6,honda,Honda RA616H 1.6 V6 T H,honda-ra616h-16-v6-t-h,RA616H
TURBOCHARGED_HYBRID,1.6,V6,honda,Honda RA617H 1.6 V6 T H,honda-ra617h-16-v6-t-h,RA617H
TURBOCHARGED_HYBRID,1.6,V6,honda,Honda RA618H 1.6 V6 T H,honda-ra618h-16-v6-t-h,RA618H
TURBOCHARGED_HYBRID,1.6,V6,honda,Honda RA619H 1.6 V6 T H,honda-ra619h-16-v6-t-h,RA619H
TURBOCHARGED_HYBRID,1.6,V6,honda,Honda RA620H 1.6 V6 T H,honda-ra620h-16-v6-t-h,RA620H
TURBOCHARGED_HYBRID,1.6,V6,honda,Honda RA621H 1.6 V6 T H,honda-ra621h-16-v6-t-h,RA621H
NATURALLY_ASPIRATED,2.4,V8,honda,Honda RA806E 2.4 V8,honda-ra806e-24-v8,RA806E
NATURALLY_ASPIRATED,2.4,V8,honda,Honda RA807E 2.4 V8,honda-ra807e-24-v8,RA807E
NATURALLY_ASPIRATED,2.4,V8,honda,Honda RA808E 2.4 V8,honda-ra808e-24-v8,RA808E
TURBOCHARGED_HYBRID,1.6,V6,honda-rbpt,Honda RBPTH001 1.6 V6 T H,honda-rbpt-rbpth001-16-v6-t-h,RBPTH001
TURBOCHARGED_HYBRID,1.6,V6,honda-rbpt,Honda RBPTH002 1.6 V6 T H,honda-rbpt-rbpth002-16-v6-t-h,RBPTH002
NATURALLY_ASPIRATED,3.5,V10,ilmor,Ilmor 2175A 3.5 V10,ilmor-2175a-35-v10,2175A
NATURALLY_ASPIRATED,3.4,L6,jaguar,Jaguar XK 3.4 L6,jaguar-xk-34-l6,XK
NATURALLY_ASPIRATED,1.1,V2,jap,JAP 1.1 V2,jap-11-v2,JAP
NATURALLY_ASPIRATED,3.5,V8,judd,Judd CV 3.5 V8,judd-cv-35-v8,CV
